image,NV,MEL,BKL,BCC,AKIEC
ISIC_0026689,1.0,0.0,0.0,0.0,0.0
ISIC_0026690,0.0,1.0,0.0,0.0,0.0
ISIC_0026691,1.0,0.0,0.0,0.0,0.0
ISIC_0026692,1.0,0.0,0.0,0.0,0.0
ISIC_0026694,0.0,1.0,0.0,0.0,0.0
ISIC_0026695,1.0,0.0,0.0,0.0,0.0
ISIC_0026696,1.0,0.0,0.0,0.0,0.0
ISIC_0026697,0.0,1.0,0.0,0.0,0.0
ISIC_0026698,1.0,0.0,0.0,0.0,0.0
ISIC_0026699,1.0,0.0,0.0,0.0,0.0
ISIC_0026700,1.0,0.0,0.0,0.0,0.0
ISIC_0026701,1.0,0.0,0.0,0.0,0.0
ISIC_0026702,0.0,0.0,0.0,0.0,1.0
ISIC_0026703,1.0,0.0,0.0,0.0,0.0
ISIC_0026704,0.0,0.0,1.0,0.0,0.0
ISIC_0026705,1.0,0.0,0.0,0.0,0.0
ISIC_0026706,1.0,0.0,0.0,0.0,0.0
ISIC_0026707,1.0,0.0,0.0,0.0,0.0
ISIC_0026708,1.0,0.0,0.0,0.0,0.0
ISIC_0026709,0.0,0.0,0.0,0.0,1.0
ISIC_0026710,1.0,0.0,0.0,0.0,0.0
ISIC_0026711,1.0,0.0,0.0,0.0,0.0
ISIC_0026712,1.0,0.0,0.0,0.0,0.0
ISIC_0026714,0.0,0.0,1.0,0.0,0.0
ISIC_0026715,1.0,0.0,0.0,0.0,0.0
ISIC_0026716,0.0,0.0,0.0,1.0,0.0
ISIC_0026717,0.0,0.0,1.0,0.0,0.0
ISIC_0026718,1.0,0.0,0.0,0.0,0.0
ISIC_0026719,1.0,0.0,0.0,0.0,0.0
ISIC_0026720,0.0,0.0,0.0,0.0,1.0
ISIC_0026721,1.0,0.0,0.0,0.0,0.0
ISIC_0026722,1.0,0.0,0.0,0.0,0.0
ISIC_0026723,1.0,0.0,0.0,0.0,0.0
ISIC_0026724,1.0,0.0,0.0,0.0,0.0
ISIC_0026725,1.0,0.0,0.0,0.0,0.0
ISIC_0026726,1.0,0.0,0.0,0.0,0.0
ISIC_0026727,1.0,0.0,0.0,0.0,0.0
ISIC_0026728,0.0,0.0,1.0,0.0,0.0
ISIC_0026729,0.0,0.0,0.0,0.0,1.0
ISIC_0026730,1.0,0.0,0.0,0.0,0.0
ISIC_0026731,1.0,0.0,0.0,0.0,0.0
ISIC_0026732,1.0,0.0,0.0,0.0,0.0
ISIC_0026733,1.0,0.0,0.0,0.0,0.0
ISIC_0026734,1.0,0.0,0.0,0.0,0.0
ISIC_0026735,0.0,1.0,0.0,0.0,0.0
ISIC_0026736,1.0,0.0,0.0,0.0,0.0
ISIC_0026737,0.0,0.0,1.0,0.0,0.0
ISIC_0026738,0.0,1.0,0.0,0.0,0.0
ISIC_0026739,1.0,0.0,0.0,0.0,0.0
ISIC_0026740,1.0,0.0,0.0,0.0,0.0
ISIC_0026741,1.0,0.0,0.0,0.0,0.0
ISIC_0026742,1.0,0.0,0.0,0.0,0.0
ISIC_0026743,1.0,0.0,0.0,0.0,0.0
ISIC_0026744,0.0,0.0,1.0,0.0,0.0
ISIC_0026745,0.0,1.0,0.0,0.0,0.0
ISIC_0026746,0.0,1.0,0.0,0.0,0.0
ISIC_0026747,1.0,0.0,0.0,0.0,0.0
ISIC_0026748,1.0,0.0,0.0,0.0,0.0
ISIC_0026749,1.0,0.0,0.0,0.0,0.0
ISIC_0026750,1.0,0.0,0.0,0.0,0.0
ISIC_0026751,1.0,0.0,0.0,0.0,0.0
ISIC_0026752,1.0,0.0,0.0,0.0,0.0
ISIC_0026753,1.0,0.0,0.0,0.0,0.0
ISIC_0026754,0.0,1.0,0.0,0.0,0.0
ISIC_0026755,1.0,0.0,0.0,0.0,0.0
ISIC_0026756,1.0,0.0,0.0,0.0,0.0
ISIC_0026757,1.0,0.0,0.0,0.0,0.0
ISIC_0026758,1.0,0.0,0.0,0.0,0.0
ISIC_0026759,1.0,0.0,0.0,0.0,0.0
ISIC_0026760,0.0,0.0,0.0,1.0,0.0
ISIC_0026761,1.0,0.0,0.0,0.0,0.0
ISIC_0026762,1.0,0.0,0.0,0.0,0.0
ISIC_0026763,1.0,0.0,0.0,0.0,0.0
ISIC_0026764,1.0,0.0,0.0,0.0,0.0
ISIC_0026765,0.0,0.0,0.0,0.0,1.0
ISIC_0026766,0.0,0.0,0.0,1.0,0.0
ISIC_0026767,1.0,0.0,0.0,0.0,0.0
ISIC_0026768,1.0,0.0,0.0,0.0,0.0
ISIC_0026769,0.0,0.0,1.0,0.0,0.0
ISIC_0026770,0.0,1.0,0.0,0.0,0.0
ISIC_0026771,1.0,0.0,0.0,0.0,0.0
ISIC_0026772,1.0,0.0,0.0,0.0,0.0
ISIC_0026773,1.0,0.0,0.0,0.0,0.0
ISIC_0026774,0.0,1.0,0.0,0.0,0.0
ISIC_0026775,0.0,0.0,1.0,0.0,0.0
ISIC_0026776,1.0,0.0,0.0,0.0,0.0
ISIC_0026777,1.0,0.0,0.0,0.0,0.0
ISIC_0026778,1.0,0.0,0.0,0.0,0.0
ISIC_0026779,1.0,0.0,0.0,0.0,0.0
ISIC_0026780,1.0,0.0,0.0,0.0,0.0
ISIC_0026781,1.0,0.0,0.0,0.0,0.0
ISIC_0026782,1.0,0.0,0.0,0.0,0.0
ISIC_0026783,0.0,0.0,1.0,0.0,0.0
ISIC_0026784,1.0,0.0,0.0,0.0,0.0
ISIC_0026785,1.0,0.0,0.0,0.0,0.0
ISIC_0026786,1.0,0.0,0.0,0.0,0.0
ISIC_0026787,0.0,0.0,1.0,0.0,0.0
ISIC_0026788,1.0,0.0,0.0,0.0,0.0
ISIC_0026790,0.0,0.0,1.0,0.0,0.0
ISIC_0026791,1.0,0.0,0.0,0.0,0.0
ISIC_0026792,1.0,0.0,0.0,0.0,0.0
ISIC_0026793,1.0,0.0,0.0,0.0,0.0
ISIC_0026794,0.0,0.0,1.0,0.0,0.0
ISIC_0026795,1.0,0.0,0.0,0.0,0.0
ISIC_0026796,0.0,1.0,0.0,0.0,0.0
ISIC_0026797,1.0,0.0,0.0,0.0,0.0
ISIC_0026798,0.0,0.0,0.0,1.0,0.0
ISIC_0026799,1.0,0.0,0.0,0.0,0.0
ISIC_0026800,1.0,0.0,0.0,0.0,0.0
ISIC_0026801,1.0,0.0,0.0,0.0,0.0
ISIC_0026802,0.0,1.0,0.0,0.0,0.0
ISIC_0026803,0.0,0.0,1.0,0.0,0.0
ISIC_0026804,1.0,0.0,0.0,0.0,0.0
ISIC_0026805,1.0,0.0,0.0,0.0,0.0
ISIC_0026806,1.0,0.0,0.0,0.0,0.0
ISIC_0026807,1.0,0.0,0.0,0.0,0.0
ISIC_0026808,1.0,0.0,0.0,0.0,0.0
ISIC_0026809,1.0,0.0,0.0,0.0,0.0
ISIC_0026810,1.0,0.0,0.0,0.0,0.0
ISIC_0026811,0.0,1.0,0.0,0.0,0.0
ISIC_0026812,1.0,0.0,0.0,0.0,0.0
ISIC_0026813,1.0,0.0,0.0,0.0,0.0
ISIC_0026814,1.0,0.0,0.0,0.0,0.0
ISIC_0026815,1.0,0.0,0.0,0.0,0.0
ISIC_0026816,1.0,0.0,0.0,0.0,0.0
ISIC_0026817,1.0,0.0,0.0,0.0,0.0
ISIC_0026818,1.0,0.0,0.0,0.0,0.0
ISIC_0026819,1.0,0.0,0.0,0.0,0.0
ISIC_0026820,1.0,0.0,0.0,0.0,0.0
ISIC_0026821,1.0,0.0,0.0,0.0,0.0
ISIC_0026822,1.0,0.0,0.0,0.0,0.0
ISIC_0026823,0.0,1.0,0.0,0.0,0.0
ISIC_0026824,1.0,0.0,0.0,0.0,0.0
ISIC_0026825,1.0,0.0,0.0,0.0,0.0
ISIC_0026826,1.0,0.0,0.0,0.0,0.0
ISIC_0026827,0.0,0.0,1.0,0.0,0.0
ISIC_0026828,1.0,0.0,0.0,0.0,0.0
ISIC_0026829,0.0,0.0,0.0,1.0,0.0
ISIC_0026830,1.0,0.0,0.0,0.0,0.0
ISIC_0026831,0.0,0.0,0.0,1.0,0.0
ISIC_0026832,1.0,0.0,0.0,0.0,0.0
ISIC_0026833,1.0,0.0,0.0,0.0,0.0
ISIC_0026834,1.0,0.0,0.0,0.0,0.0
ISIC_0026835,0.0,0.0,1.0,0.0,0.0
ISIC_0026836,1.0,0.0,0.0,0.0,0.0
ISIC_0026837,1.0,0.0,0.0,0.0,0.0
ISIC_0026838,1.0,0.0,0.0,0.0,0.0
ISIC_0026839,1.0,0.0,0.0,0.0,0.0
ISIC_0026840,1.0,0.0,0.0,0.0,0.0
ISIC_0026841,1.0,0.0,0.0,0.0,0.0
ISIC_0026842,0.0,0.0,1.0,0.0,0.0
ISIC_0026843,0.0,0.0,1.0,0.0,0.0
ISIC_0026844,0.0,0.0,1.0,0.0,0.0
ISIC_0026845,0.0,0.0,0.0,1.0,0.0
ISIC_0026846,0.0,0.0,1.0,0.0,0.0
ISIC_0026847,0.0,1.0,0.0,0.0,0.0
ISIC_0026848,0.0,0.0,0.0,0.0,1.0
ISIC_0026849,0.0,0.0,1.0,0.0,0.0
ISIC_0026850,1.0,0.0,0.0,0.0,0.0
ISIC_0026851,1.0,0.0,0.0,0.0,0.0
ISIC_0026852,1.0,0.0,0.0,0.0,0.0
ISIC_0026853,0.0,1.0,0.0,0.0,0.0
ISIC_0026854,1.0,0.0,0.0,0.0,0.0
ISIC_0026855,0.0,0.0,0.0,1.0,0.0
ISIC_0026856,1.0,0.0,0.0,0.0,0.0
ISIC_0026857,0.0,0.0,0.0,0.0,1.0
ISIC_0026858,1.0,0.0,0.0,0.0,0.0
ISIC_0026859,1.0,0.0,0.0,0.0,0.0
ISIC_0026860,1.0,0.0,0.0,0.0,0.0
ISIC_0026861,0.0,0.0,1.0,0.0,0.0
ISIC_0026862,1.0,0.0,0.0,0.0,0.0
ISIC_0026863,1.0,0.0,0.0,0.0,0.0
ISIC_0026864,1.0,0.0,0.0,0.0,0.0
ISIC_0026865,0.0,0.0,0.0,1.0,0.0
ISIC_0026866,1.0,0.0,0.0,0.0,0.0
ISIC_0026867,0.0,0.0,1.0,0.0,0.0
ISIC_0026868,0.0,1.0,0.0,0.0,0.0
ISIC_0026869,1.0,0.0,0.0,0.0,0.0
ISIC_0026870,0.0,1.0,0.0,0.0,0.0
ISIC_0026871,0.0,0.0,1.0,0.0,0.0
ISIC_0026872,0.0,0.0,0.0,0.0,1.0
ISIC_0026873,1.0,0.0,0.0,0.0,0.0
ISIC_0026874,1.0,0.0,0.0,0.0,0.0
ISIC_0026875,1.0,0.0,0.0,0.0,0.0
ISIC_0026877,0.0,1.0,0.0,0.0,0.0
ISIC_0026878,1.0,0.0,0.0,0.0,0.0
ISIC_0026879,1.0,0.0,0.0,0.0,0.0
ISIC_0026880,1.0,0.0,0.0,0.0,0.0
ISIC_0026881,1.0,0.0,0.0,0.0,0.0
ISIC_0026882,1.0,0.0,0.0,0.0,0.0
ISIC_0026883,1.0,0.0,0.0,0.0,0.0
ISIC_0026884,1.0,0.0,0.0,0.0,0.0
ISIC_0026885,1.0,0.0,0.0,0.0,0.0
ISIC_0026886,1.0,0.0,0.0,0.0,0.0
ISIC_0026887,1.0,0.0,0.0,0.0,0.0
ISIC_0026888,1.0,0.0,0.0,0.0,0.0
ISIC_0026889,1.0,0.0,0.0,0.0,0.0
ISIC_0026890,1.0,0.0,0.0,0.0,0.0
ISIC_0026891,1.0,0.0,0.0,0.0,0.0
ISIC_0026892,0.0,1.0,0.0,0.0,0.0
ISIC_0026893,0.0,0.0,1.0,0.0,0.0
ISIC_0026894,1.0,0.0,0.0,0.0,0.0
ISIC_0026895,0.0,0.0,1.0,0.0,0.0
ISIC_0026896,1.0,0.0,0.0,0.0,0.0
ISIC_0026897,0.0,1.0,0.0,0.0,0.0
ISIC_0026898,1.0,0.0,0.0,0.0,0.0
ISIC_0026899,1.0,0.0,0.0,0.0,0.0
ISIC_0026900,1.0,0.0,0.0,0.0,0.0
ISIC_0026901,1.0,0.0,0.0,0.0,0.0
ISIC_0026902,0.0,0.0,0.0,1.0,0.0
ISIC_0026903,1.0,0.0,0.0,0.0,0.0
ISIC_0026904,1.0,0.0,0.0,0.0,0.0
ISIC_0026905,0.0,0.0,0.0,0.0,1.0
ISIC_0026906,1.0,0.0,0.0,0.0,0.0
ISIC_0026907,0.0,0.0,1.0,0.0,0.0
ISIC_0026908,1.0,0.0,0.0,0.0,0.0
ISIC_0026909,0.0,1.0,0.0,0.0,0.0
ISIC_0026910,1.0,0.0,0.0,0.0,0.0
ISIC_0026911,1.0,0.0,0.0,0.0,0.0
ISIC_0026912,0.0,0.0,1.0,0.0,0.0
ISIC_0026913,1.0,0.0,0.0,0.0,0.0
ISIC_0026914,1.0,0.0,0.0,0.0,0.0
ISIC_0026915,1.0,0.0,0.0,0.0,0.0
ISIC_0026916,0.0,1.0,0.0,0.0,0.0
ISIC_0026917,1.0,0.0,0.0,0.0,0.0
ISIC_0026918,1.0,0.0,0.0,0.0,0.0
ISIC_0026919,1.0,0.0,0.0,0.0,0.0
ISIC_0026920,1.0,0.0,0.0,0.0,0.0
ISIC_0026921,1.0,0.0,0.0,0.0,0.0
ISIC_0026922,1.0,0.0,0.0,0.0,0.0
ISIC_0026923,0.0,0.0,1.0,0.0,0.0
ISIC_0026924,1.0,0.0,0.0,0.0,0.0
ISIC_0026925,1.0,0.0,0.0,0.0,0.0
ISIC_0026926,1.0,0.0,0.0,0.0,0.0
ISIC_0026927,0.0,0.0,0.0,0.0,1.0
ISIC_0026928,1.0,0.0,0.0,0.0,0.0
ISIC_0026929,1.0,0.0,0.0,0.0,0.0
ISIC_0026930,0.0,1.0,0.0,0.0,0.0
ISIC_0026931,1.0,0.0,0.0,0.0,0.0
ISIC_0026932,1.0,0.0,0.0,0.0,0.0
ISIC_0026933,1.0,0.0,0.0,0.0,0.0
ISIC_0026934,1.0,0.0,0.0,0.0,0.0
ISIC_0026935,1.0,0.0,0.0,0.0,0.0
ISIC_0026936,1.0,0.0,0.0,0.0,0.0
ISIC_0026937,1.0,0.0,0.0,0.0,0.0
ISIC_0026938,1.0,0.0,0.0,0.0,0.0
ISIC_0026939,1.0,0.0,0.0,0.0,0.0
ISIC_0026940,0.0,0.0,0.0,1.0,0.0
ISIC_0026941,0.0,0.0,1.0,0.0,0.0
ISIC_0026942,1.0,0.0,0.0,0.0,0.0
ISIC_0026943,1.0,0.0,0.0,0.0,0.0
ISIC_0026944,1.0,0.0,0.0,0.0,0.0
ISIC_0026945,1.0,0.0,0.0,0.0,0.0
ISIC_0026946,1.0,0.0,0.0,0.0,0.0
ISIC_0026947,0.0,0.0,1.0,0.0,0.0
ISIC_0026948,1.0,0.0,0.0,0.0,0.0
ISIC_0026949,1.0,0.0,0.0,0.0,0.0
ISIC_0026950,0.0,1.0,0.0,0.0,0.0
ISIC_0026951,1.0,0.0,0.0,0.0,0.0
ISIC_0026952,0.0,0.0,0.0,1.0,0.0
ISIC_0026953,1.0,0.0,0.0,0.0,0.0
ISIC_0026954,0.0,1.0,0.0,0.0,0.0
ISIC_0026955,0.0,0.0,1.0,0.0,0.0
ISIC_0026956,1.0,0.0,0.0,0.0,0.0
ISIC_0026957,0.0,0.0,0.0,1.0,0.0
ISIC_0026958,0.0,0.0,1.0,0.0,0.0
ISIC_0026959,0.0,0.0,1.0,0.0,0.0
ISIC_0026960,1.0,0.0,0.0,0.0,0.0
ISIC_0026961,0.0,0.0,1.0,0.0,0.0
ISIC_0026962,1.0,0.0,0.0,0.0,0.0
ISIC_0026963,0.0,1.0,0.0,0.0,0.0
ISIC_0026964,1.0,0.0,0.0,0.0,0.0
ISIC_0026965,1.0,0.0,0.0,0.0,0.0
ISIC_0026966,1.0,0.0,0.0,0.0,0.0
ISIC_0026967,0.0,0.0,1.0,0.0,0.0
ISIC_0026968,0.0,0.0,0.0,1.0,0.0
ISIC_0026969,1.0,0.0,0.0,0.0,0.0
ISIC_0026970,0.0,0.0,0.0,1.0,0.0
ISIC_0026971,1.0,0.0,0.0,0.0,0.0
ISIC_0026972,1.0,0.0,0.0,0.0,0.0
ISIC_0026973,1.0,0.0,0.0,0.0,0.0
ISIC_0026974,1.0,0.0,0.0,0.0,0.0
ISIC_0026975,1.0,0.0,0.0,0.0,0.0
ISIC_0026976,0.0,1.0,0.0,0.0,0.0
ISIC_0026977,1.0,0.0,0.0,0.0,0.0
ISIC_0026978,0.0,0.0,0.0,1.0,0.0
ISIC_0026979,1.0,0.0,0.0,0.0,0.0
ISIC_0026980,1.0,0.0,0.0,0.0,0.0
ISIC_0026981,0.0,0.0,0.0,0.0,1.0
ISIC_0026982,1.0,0.0,0.0,0.0,0.0
ISIC_0026983,1.0,0.0,0.0,0.0,0.0
ISIC_0026984,0.0,0.0,0.0,0.0,1.0
ISIC_0026985,1.0,0.0,0.0,0.0,0.0
ISIC_0026986,1.0,0.0,0.0,0.0,0.0
ISIC_0026987,1.0,0.0,0.0,0.0,0.0
ISIC_0026988,0.0,0.0,0.0,1.0,0.0
ISIC_0026989,0.0,1.0,0.0,0.0,0.0
ISIC_0026990,1.0,0.0,0.0,0.0,0.0
ISIC_0026991,1.0,0.0,0.0,0.0,0.0
ISIC_0026992,0.0,0.0,0.0,0.0,1.0
ISIC_0026993,0.0,1.0,0.0,0.0,0.0
ISIC_0026994,1.0,0.0,0.0,0.0,0.0
ISIC_0026995,0.0,0.0,0.0,1.0,0.0
ISIC_0026996,0.0,1.0,0.0,0.0,0.0
ISIC_0026997,1.0,0.0,0.0,0.0,0.0
ISIC_0026998,1.0,0.0,0.0,0.0,0.0
ISIC_0026999,1.0,0.0,0.0,0.0,0.0
ISIC_0027000,1.0,0.0,0.0,0.0,0.0
ISIC_0027001,1.0,0.0,0.0,0.0,0.0
ISIC_0027002,1.0,0.0,0.0,0.0,0.0
ISIC_0027003,1.0,0.0,0.0,0.0,0.0
ISIC_0027004,0.0,0.0,0.0,1.0,0.0
ISIC_0027005,1.0,0.0,0.0,0.0,0.0
ISIC_0027006,0.0,0.0,1.0,0.0,0.0
ISIC_0027007,1.0,0.0,0.0,0.0,0.0
ISIC_0027009,1.0,0.0,0.0,0.0,0.0
ISIC_0027010,1.0,0.0,0.0,0.0,0.0
ISIC_0027011,1.0,0.0,0.0,0.0,0.0
ISIC_0027012,1.0,0.0,0.0,0.0,0.0
ISIC_0027013,1.0,0.0,0.0,0.0,0.0
ISIC_0027014,1.0,0.0,0.0,0.0,0.0
ISIC_0027015,1.0,0.0,0.0,0.0,0.0
ISIC_0027016,1.0,0.0,0.0,0.0,0.0
ISIC_0027017,0.0,0.0,1.0,0.0,0.0
ISIC_0027018,0.0,0.0,1.0,0.0,0.0
ISIC_0027019,1.0,0.0,0.0,0.0,0.0
ISIC_0027020,1.0,0.0,0.0,0.0,0.0
ISIC_0027021,0.0,1.0,0.0,0.0,0.0
ISIC_0027022,1.0,0.0,0.0,0.0,0.0
ISIC_0027023,0.0,0.0,1.0,0.0,0.0
ISIC_0027024,1.0,0.0,0.0,0.0,0.0
ISIC_0027025,0.0,0.0,1.0,0.0,0.0
ISIC_0027026,0.0,0.0,1.0,0.0,0.0
ISIC_0027027,0.0,0.0,1.0,0.0,0.0
ISIC_0027028,1.0,0.0,0.0,0.0,0.0
ISIC_0027029,1.0,0.0,0.0,0.0,0.0
ISIC_0027030,0.0,1.0,0.0,0.0,0.0
ISIC_0027031,1.0,0.0,0.0,0.0,0.0
ISIC_0027032,1.0,0.0,0.0,0.0,0.0
ISIC_0027033,0.0,1.0,0.0,0.0,0.0
ISIC_0027034,1.0,0.0,0.0,0.0,0.0
ISIC_0027035,1.0,0.0,0.0,0.0,0.0
ISIC_0027036,1.0,0.0,0.0,0.0,0.0
ISIC_0027037,0.0,0.0,1.0,0.0,0.0
ISIC_0027038,0.0,0.0,0.0,1.0,0.0
ISIC_0027039,1.0,0.0,0.0,0.0,0.0
ISIC_0027040,1.0,0.0,0.0,0.0,0.0
ISIC_0027041,0.0,0.0,1.0,0.0,0.0
ISIC_0027042,0.0,0.0,1.0,0.0,0.0
ISIC_0027043,0.0,1.0,0.0,0.0,0.0
ISIC_0027045,1.0,0.0,0.0,0.0,0.0
ISIC_0027046,0.0,0.0,0.0,1.0,0.0
ISIC_0027047,0.0,0.0,0.0,0.0,1.0
ISIC_0027048,1.0,0.0,0.0,0.0,0.0
ISIC_0027049,1.0,0.0,0.0,0.0,0.0
ISIC_0027050,1.0,0.0,0.0,0.0,0.0
ISIC_0027051,1.0,0.0,0.0,0.0,0.0
ISIC_0027052,1.0,0.0,0.0,0.0,0.0
ISIC_0027053,0.0,0.0,1.0,0.0,0.0
ISIC_0027054,1.0,0.0,0.0,0.0,0.0
ISIC_0027055,1.0,0.0,0.0,0.0,0.0
ISIC_0027056,1.0,0.0,0.0,0.0,0.0
ISIC_0027057,0.0,0.0,0.0,1.0,0.0
ISIC_0027058,0.0,0.0,0.0,1.0,0.0
ISIC_0027059,1.0,0.0,0.0,0.0,0.0
ISIC_0027060,0.0,1.0,0.0,0.0,0.0
ISIC_0027061,1.0,0.0,0.0,0.0,0.0
ISIC_0027062,1.0,0.0,0.0,0.0,0.0
ISIC_0027063,0.0,1.0,0.0,0.0,0.0
ISIC_0027064,0.0,0.0,1.0,0.0,0.0
ISIC_0027065,0.0,1.0,0.0,0.0,0.0
ISIC_0027066,1.0,0.0,0.0,0.0,0.0
ISIC_0027067,0.0,1.0,0.0,0.0,0.0
ISIC_0027068,0.0,0.0,1.0,0.0,0.0
ISIC_0027069,0.0,1.0,0.0,0.0,0.0
ISIC_0027070,1.0,0.0,0.0,0.0,0.0
ISIC_0027071,0.0,1.0,0.0,0.0,0.0
ISIC_0027072,1.0,0.0,0.0,0.0,0.0
ISIC_0027073,1.0,0.0,0.0,0.0,0.0
ISIC_0027074,1.0,0.0,0.0,0.0,0.0
ISIC_0027075,1.0,0.0,0.0,0.0,0.0
ISIC_0027076,0.0,1.0,0.0,0.0,0.0
ISIC_0027077,1.0,0.0,0.0,0.0,0.0
ISIC_0027078,1.0,0.0,0.0,0.0,0.0
ISIC_0027079,1.0,0.0,0.0,0.0,0.0
ISIC_0027080,1.0,0.0,0.0,0.0,0.0
ISIC_0027081,1.0,0.0,0.0,0.0,0.0
ISIC_0027082,1.0,0.0,0.0,0.0,0.0
ISIC_0027083,0.0,0.0,1.0,0.0,0.0
ISIC_0027084,0.0,0.0,0.0,0.0,1.0
ISIC_0027085,1.0,0.0,0.0,0.0,0.0
ISIC_0027086,1.0,0.0,0.0,0.0,0.0
ISIC_0027087,1.0,0.0,0.0,0.0,0.0
ISIC_0027088,1.0,0.0,0.0,0.0,0.0
ISIC_0027089,0.0,1.0,0.0,0.0,0.0
ISIC_0027090,0.0,0.0,0.0,1.0,0.0
ISIC_0027091,1.0,0.0,0.0,0.0,0.0
ISIC_0027092,1.0,0.0,0.0,0.0,0.0
ISIC_0027093,0.0,0.0,0.0,1.0,0.0
ISIC_0027094,0.0,0.0,1.0,0.0,0.0
ISIC_0027095,1.0,0.0,0.0,0.0,0.0
ISIC_0027096,1.0,0.0,0.0,0.0,0.0
ISIC_0027097,1.0,0.0,0.0,0.0,0.0
ISIC_0027098,1.0,0.0,0.0,0.0,0.0
ISIC_0027099,1.0,0.0,0.0,0.0,0.0
ISIC_0027100,0.0,1.0,0.0,0.0,0.0
ISIC_0027101,0.0,1.0,0.0,0.0,0.0
ISIC_0027102,0.0,1.0,0.0,0.0,0.0
ISIC_0027103,1.0,0.0,0.0,0.0,0.0
ISIC_0027104,1.0,0.0,0.0,0.0,0.0
ISIC_0027105,0.0,1.0,0.0,0.0,0.0
ISIC_0027106,1.0,0.0,0.0,0.0,0.0
ISIC_0027108,1.0,0.0,0.0,0.0,0.0
ISIC_0027109,1.0,0.0,0.0,0.0,0.0
ISIC_0027110,1.0,0.0,0.0,0.0,0.0
ISIC_0027111,1.0,0.0,0.0,0.0,0.0
ISIC_0027112,1.0,0.0,0.0,0.0,0.0
ISIC_0027113,1.0,0.0,0.0,0.0,0.0
ISIC_0027114,1.0,0.0,0.0,0.0,0.0
ISIC_0027115,1.0,0.0,0.0,0.0,0.0
ISIC_0027116,1.0,0.0,0.0,0.0,0.0
ISIC_0027117,0.0,0.0,0.0,1.0,0.0
ISIC_0027119,1.0,0.0,0.0,0.0,0.0
ISIC_0027120,0.0,0.0,0.0,1.0,0.0
ISIC_0027121,1.0,0.0,0.0,0.0,0.0
ISIC_0027122,1.0,0.0,0.0,0.0,0.0
ISIC_0027123,1.0,0.0,0.0,0.0,0.0
ISIC_0027124,1.0,0.0,0.0,0.0,0.0
ISIC_0027125,0.0,1.0,0.0,0.0,0.0
ISIC_0027126,0.0,1.0,0.0,0.0,0.0
ISIC_0027127,1.0,0.0,0.0,0.0,0.0
ISIC_0027128,1.0,0.0,0.0,0.0,0.0
ISIC_0027129,1.0,0.0,0.0,0.0,0.0
ISIC_0027130,0.0,1.0,0.0,0.0,0.0
ISIC_0027131,1.0,0.0,0.0,0.0,0.0
ISIC_0027132,1.0,0.0,0.0,0.0,0.0
ISIC_0027133,1.0,0.0,0.0,0.0,0.0
ISIC_0027134,1.0,0.0,0.0,0.0,0.0
ISIC_0027135,0.0,0.0,0.0,1.0,0.0
ISIC_0027136,1.0,0.0,0.0,0.0,0.0
ISIC_0027137,1.0,0.0,0.0,0.0,0.0
ISIC_0027138,1.0,0.0,0.0,0.0,0.0
ISIC_0027139,0.0,0.0,1.0,0.0,0.0
ISIC_0027140,1.0,0.0,0.0,0.0,0.0
ISIC_0027142,0.0,0.0,1.0,0.0,0.0
ISIC_0027143,1.0,0.0,0.0,0.0,0.0
ISIC_0027144,0.0,1.0,0.0,0.0,0.0
ISIC_0027145,1.0,0.0,0.0,0.0,0.0
ISIC_0027146,0.0,0.0,0.0,1.0,0.0
ISIC_0027147,1.0,0.0,0.0,0.0,0.0
ISIC_0027148,1.0,0.0,0.0,0.0,0.0
ISIC_0027149,0.0,1.0,0.0,0.0,0.0
ISIC_0027150,1.0,0.0,0.0,0.0,0.0
ISIC_0027151,0.0,0.0,1.0,0.0,0.0
ISIC_0027152,1.0,0.0,0.0,0.0,0.0
ISIC_0027153,1.0,0.0,0.0,0.0,0.0
ISIC_0027154,0.0,0.0,1.0,0.0,0.0
ISIC_0027155,0.0,1.0,0.0,0.0,0.0
ISIC_0027156,1.0,0.0,0.0,0.0,0.0
ISIC_0027157,1.0,0.0,0.0,0.0,0.0
ISIC_0027158,1.0,0.0,0.0,0.0,0.0
ISIC_0027160,1.0,0.0,0.0,0.0,0.0
ISIC_0027161,1.0,0.0,0.0,0.0,0.0
ISIC_0027162,0.0,0.0,1.0,0.0,0.0
ISIC_0027163,0.0,1.0,0.0,0.0,0.0
ISIC_0027164,1.0,0.0,0.0,0.0,0.0
ISIC_0027165,1.0,0.0,0.0,0.0,0.0
ISIC_0027166,1.0,0.0,0.0,0.0,0.0
ISIC_0027167,0.0,0.0,1.0,0.0,0.0
ISIC_0027168,1.0,0.0,0.0,0.0,0.0
ISIC_0027169,1.0,0.0,0.0,0.0,0.0
ISIC_0027170,1.0,0.0,0.0,0.0,0.0
ISIC_0027171,0.0,1.0,0.0,0.0,0.0
ISIC_0027172,0.0,0.0,0.0,0.0,1.0
ISIC_0027173,1.0,0.0,0.0,0.0,0.0
ISIC_0027174,0.0,1.0,0.0,0.0,0.0
ISIC_0027175,0.0,0.0,0.0,1.0,0.0
ISIC_0027176,1.0,0.0,0.0,0.0,0.0
ISIC_0027177,1.0,0.0,0.0,0.0,0.0
ISIC_0027178,0.0,0.0,0.0,0.0,1.0
ISIC_0027179,0.0,1.0,0.0,0.0,0.0
